A,B,x,y,C,z,C_canonical,z_canonical,gcd,a,b,c,m,alpha,beta,gamma,macro_family,sub_family,regime,geometry,proof_status,certificate
52416,37440,3,3,3744,4,3744,4,3744,14,10,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=14,b=10,k=3,S=3744) : (14S)^3+(10S)^3=S^4"
117656,16808,5,5,16808,6,16808,6,16808,7,1,1,5,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=7,b=1,k=5,S=16808) : (7S)^5+(1S)^5=S^6"
100160,20032,4,4,10016,5,10016,5,10016,10,2,1,4,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=10,b=2,k=4,S=10016) : (10S)^4+(2S)^4=S^5"
85646,25190,3,3,5038,4,5038,4,5038,17,5,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=5,k=3,S=5038) : (17S)^3+(5S)^3=S^4"
66048,33024,7,7,16512,8,16512,8,16512,4,2,1,7,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=4,b=2,k=7,S=16512) : (4S)^7+(2S)^7=S^8"
71024,31073,3,3,4439,4,4439,4,4439,16,7,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=16,b=7,k=3,S=4439) : (16S)^3+(7S)^3=S^4"
61560,36936,3,3,4104,4,4104,4,4104,15,9,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=15,b=9,k=3,S=4104) : (15S)^3+(9S)^3=S^4"
64674,35930,4,4,7186,5,7186,5,7186,9,5,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=9,b=5,k=4,S=7186) : (9S)^4+(5S)^4=S^5"
161062,14642,4,4,14642,5,14642,5,14642,11,1,1,4,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=11,b=1,k=4,S=14642) : (11S)^4+(1S)^4=S^5"
51976,45479,4,4,6497,5,6497,5,6497,8,7,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=8,b=7,k=4,S=6497) : (8S)^4+(7S)^4=S^5"
51025,47100,3,3,3925,4,3925,4,3925,13,12,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=13,b=12,k=3,S=3925) : (13S)^3+(12S)^3=S^4"
60585,40390,9,9,20195,10,20195,10,20195,3,2,1,9,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=3,b=2,k=9,S=20195) : (3S)^9+(2S)^9=S^10"
78445,31378,6,6,15689,7,15689,7,15689,5,2,1,6,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=5,b=2,k=6,S=15689) : (5S)^6+(2S)^6=S^7"
234278,10649,3,3,10649,4,10649,4,10649,22,1,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=22,b=1,k=3,S=10649) : (22S)^3+(1S)^3=S^4"
106128,23584,3,3,5896,4,5896,4,5896,18,4,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=18,b=4,k=3,S=5896) : (18S)^3+(4S)^3=S^4"
57050,44825,3,3,4075,4,4075,4,4075,14,11,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=14,b=11,k=3,S=4075) : (14S)^3+(11S)^3=S^4"
160160,16016,3,3,8008,4,8008,4,8008,20,2,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=20,b=2,k=3,S=8008) : (20S)^3+(2S)^3=S^4"
87193,30774,3,3,5129,4,5129,4,5129,17,6,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=6,k=3,S=5129) : (17S)^3+(6S)^3=S^4"
130834,20658,3,3,6886,4,6886,4,6886,19,3,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=3,k=3,S=6886) : (19S)^3+(3S)^3=S^4"
73728,36864,3,3,4608,4,4608,4,4608,16,8,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=16,b=8,k=3,S=4608) : (16S)^3+(8S)^3=S^4"
65625,43750,3,3,4375,4,4375,4,4375,15,10,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=15,b=10,k=3,S=4375) : (15S)^3+(10S)^3=S^4"
100810,30243,4,4,10081,5,10081,5,10081,10,3,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=10,b=3,k=4,S=10081) : (10S)^4+(3S)^4=S^5"
107226,29785,3,3,5957,4,5957,4,5957,18,5,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=18,b=5,k=3,S=5957) : (18S)^3+(5S)^3=S^4"
89352,36792,3,3,5256,4,5256,4,5256,17,7,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=7,k=3,S=5256) : (17S)^3+(7S)^3=S^4"
70713,47142,4,4,7857,5,7857,5,7857,9,6,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=9,b=6,k=4,S=7857) : (9S)^4+(6S)^4=S^5"
77200,43425,3,3,4825,4,4825,4,4825,16,9,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=16,b=9,k=3,S=4825) : (16S)^3+(9S)^3=S^4"
62608,53664,3,3,4472,4,4472,4,4472,14,12,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=14,b=12,k=3,S=4472) : (14S)^3+(12S)^3=S^4"
279864,12168,3,3,12168,4,12168,4,12168,23,1,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=23,b=1,k=3,S=12168) : (23S)^3+(1S)^3=S^4"
65406,54505,5,5,10901,6,10901,6,10901,6,5,1,5,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=6,b=5,k=5,S=10901) : (6S)^5+(5S)^5=S^6"
194649,18538,3,3,9269,4,9269,4,9269,21,2,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=21,b=2,k=3,S=9269) : (21S)^3+(2S)^3=S^4"
131537,27692,3,3,6923,4,6923,4,6923,19,4,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=4,k=3,S=6923) : (19S)^3+(4S)^3=S^4"
70590,51766,3,3,4706,4,4706,4,4706,15,11,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=15,b=11,k=3,S=4706) : (15S)^3+(11S)^3=S^4"
160540,24081,3,3,8027,4,8027,4,8027,20,3,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=20,b=3,k=3,S=8027) : (20S)^3+(3S)^3=S^4"
108864,36288,3,3,6048,4,6048,4,6048,18,6,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=18,b=6,k=3,S=6048) : (18S)^3+(6S)^3=S^4"
117873,33678,5,5,16839,6,16839,6,16839,7,2,1,5,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=7,b=2,k=5,S=16839) : (7S)^5+(2S)^5=S^6"
92225,43400,3,3,5425,4,5425,4,5425,17,8,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=8,k=3,S=5425) : (17S)^3+(8S)^3=S^4"
81770,49062,6,6,16354,7,16354,7,16354,5,3,1,6,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=5,b=3,k=6,S=16354) : (5S)^6+(3S)^6=S^7"
74284,55713,7,7,18571,8,18571,8,18571,4,3,1,7,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=4,b=3,k=7,S=18571) : (4S)^7+(3S)^7=S^8"
81536,50960,3,3,5096,4,5096,4,5096,16,10,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=16,b=10,k=3,S=5096) : (16S)^3+(10S)^3=S^4"
102560,41024,4,4,10256,5,10256,5,10256,10,4,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=10,b=4,k=4,S=10256) : (10S)^4+(4S)^4=S^5"
69174,64233,3,3,4941,4,4941,4,4941,14,13,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=14,b=13,k=3,S=4941) : (14S)^3+(13S)^3=S^4"
331800,13825,3,3,13825,4,13825,4,13825,24,1,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=24,b=1,k=3,S=13825) : (24S)^3+(1S)^3=S^4"
132696,34920,3,3,6984,4,6984,4,6984,19,5,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=5,k=3,S=6984) : (19S)^3+(5S)^3=S^4"
76545,61236,3,3,5103,4,5103,4,5103,15,12,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=15,b=12,k=3,S=5103) : (15S)^3+(12S)^3=S^4"
161227,29314,4,4,14657,5,14657,5,14657,11,2,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=11,b=2,k=4,S=14657) : (11S)^4+(2S)^4=S^5"
111150,43225,3,3,6175,4,6175,4,6175,18,7,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=18,b=7,k=3,S=6175) : (18S)^3+(7S)^3=S^4"
95914,50778,3,3,5642,4,5642,4,5642,17,9,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=9,k=3,S=5642) : (17S)^3+(9S)^3=S^4"
234432,21312,3,3,10656,4,10656,4,10656,22,2,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=22,b=2,k=3,S=10656) : (22S)^3+(2S)^3=S^4"
80658,62734,4,4,8962,5,8962,5,8962,9,7,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=9,b=7,k=4,S=8962) : (9S)^4+(7S)^4=S^5"
248844,20737,4,4,20737,5,20737,5,20737,12,1,1,4,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=12,b=1,k=4,S=20737) : (12S)^4+(1S)^4=S^5"
86832,59697,3,3,5427,4,5427,4,5427,16,11,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=16,b=11,k=3,S=5427) : (16S)^3+(11S)^3=S^4"
161280,32256,3,3,8064,4,8064,4,8064,20,4,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=20,b=4,k=3,S=8064) : (20S)^3+(4S)^3=S^4"
195048,27864,3,3,9288,4,9288,4,9288,21,3,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=21,b=3,k=3,S=9288) : (21S)^3+(3S)^3=S^4"
106250,53125,4,4,10625,5,10625,5,10625,10,5,1,4,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=10,b=5,k=4,S=10625) : (10S)^4+(5S)^4=S^5"
134425,42450,3,3,7075,4,7075,4,7075,19,6,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=6,k=3,S=7075) : (19S)^3+(6S)^3=S^4"
114192,50752,3,3,6344,4,6344,4,6344,18,8,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=18,b=8,k=3,S=6344) : (18S)^3+(8S)^3=S^4"
100521,59130,3,3,5913,4,5913,4,5913,17,10,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=10,k=3,S=5913) : (17S)^3+(10S)^3=S^4"
83580,72436,3,3,5572,4,5572,4,5572,15,13,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=15,b=13,k=3,S=5572) : (15S)^3+(13S)^3=S^4"
390650,15626,3,3,15626,4,15626,4,15626,25,1,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=25,b=1,k=3,S=15626) : (25S)^3+(1S)^3=S^4"
119350,51150,5,5,17050,6,17050,6,17050,7,3,1,5,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=7,b=3,k=5,S=17050) : (7S)^5+(3S)^5=S^6"
93184,69888,3,3,5824,4,5824,4,5824,16,12,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=16,b=12,k=3,S=5824) : (16S)^3+(12S)^3=S^4"
162500,40625,3,3,8125,4,8125,4,8125,20,5,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=20,b=5,k=3,S=8125) : (20S)^3+(5S)^3=S^4"
280025,24350,3,3,12175,4,12175,4,12175,23,2,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=23,b=2,k=3,S=12175) : (23S)^3+(2S)^3=S^4"
136838,50414,3,3,7202,4,7202,4,7202,19,7,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=7,k=3,S=7202) : (19S)^3+(7S)^3=S^4"
118098,59049,3,3,6561,4,3,8,6561,18,9,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=18,b=9,k=3,S=6561) : (18S)^3+(9S)^3=S^4"
161942,44166,4,4,14722,5,14722,5,14722,11,3,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=11,b=3,k=4,S=14722) : (11S)^4+(3S)^4=S^5"
106148,68684,3,3,6244,4,6244,4,6244,17,11,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=11,k=3,S=6244) : (17S)^3+(11S)^3=S^4"
195825,37300,3,3,9325,4,9325,4,9325,21,4,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=21,b=4,k=3,S=9325) : (21S)^3+(4S)^3=S^4"
234850,32025,3,3,10675,4,10675,4,10675,22,3,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=22,b=3,k=3,S=10675) : (22S)^3+(3S)^3=S^4"
112960,67776,4,4,11296,5,11296,5,11296,10,6,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=10,b=6,k=4,S=11296) : (10S)^4+(6S)^4=S^5"
98605,78884,6,6,19721,7,19721,7,19721,5,4,1,6,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=5,b=4,k=6,S=19721) : (5S)^6+(4S)^6=S^7"
91785,85666,3,3,6119,4,6119,4,6119,15,14,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=15,b=14,k=3,S=6119) : (15S)^3+(14S)^3=S^4"
457002,17577,3,3,17577,4,17577,4,17577,26,1,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=26,b=1,k=3,S=17577) : (26S)^3+(1S)^3=S^4"
164320,49296,3,3,8216,4,8216,4,8216,20,6,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=20,b=6,k=3,S=8216) : (20S)^3+(6S)^3=S^4"
95913,85256,4,4,10657,5,10657,5,10657,9,8,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=9,b=8,k=4,S=10657) : (9S)^4+(8S)^4=S^5"
100688,81809,3,3,6293,4,6293,4,6293,16,13,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=16,b=13,k=3,S=6293) : (16S)^3+(13S)^3=S^4"
140049,58968,3,3,7371,4,7371,4,7371,19,8,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=8,k=3,S=7371) : (19S)^3+(8S)^3=S^4"
122976,68320,3,3,6832,4,6832,4,6832,18,10,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=18,b=10,k=3,S=6832) : (18S)^3+(10S)^3=S^4"
262152,32769,5,5,32769,6,32769,6,32769,8,1,1,5,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=8,b=1,k=5,S=32769) : (8S)^5+(1S)^5=S^6"
124817,71324,5,5,17831,6,17831,6,17831,7,4,1,5,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=7,b=4,k=5,S=17831) : (7S)^5+(4S)^5=S^6"
112897,79692,3,3,6641,4,6641,4,6641,17,12,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=12,k=3,S=6641) : (17S)^3+(12S)^3=S^4"
331968,27664,3,3,13832,4,13832,4,13832,24,2,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=24,b=2,k=3,S=13832) : (24S)^3+(2S)^3=S^4"
197106,46930,3,3,9386,4,9386,4,9386,21,5,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=21,b=5,k=3,S=9386) : (21S)^3+(5S)^3=S^4"
166860,58401,3,3,8343,4,8343,4,8343,20,7,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=20,b=7,k=3,S=8343) : (20S)^3+(7S)^3=S^4"
163867,59588,4,4,14897,5,14897,5,14897,11,4,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=11,b=4,k=4,S=14897) : (11S)^4+(4S)^4=S^5"
144172,68292,3,3,7588,4,7588,4,7588,19,9,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=9,k=3,S=7588) : (19S)^3+(9S)^3=S^4"
235664,42848,3,3,10712,4,10712,4,10712,22,4,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=22,b=4,k=3,S=10712) : (22S)^3+(4S)^3=S^4"
128934,78793,3,3,7163,4,7163,4,7163,18,11,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=18,b=11,k=3,S=7163) : (18S)^3+(11S)^3=S^4"
280462,36582,3,3,12194,4,12194,4,12194,23,3,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=23,b=3,k=3,S=12194) : (23S)^3+(3S)^3=S^4"
249024,41504,4,4,20752,5,20752,5,20752,12,2,1,4,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=12,b=2,k=4,S=20752) : (12S)^4+(2S)^4=S^5"
531468,19684,3,3,19684,4,19684,4,19684,27,1,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=27,b=1,k=3,S=19684) : (27S)^3+(1S)^3=S^4"
109440,95760,3,3,6840,4,6840,4,6840,16,14,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=16,b=14,k=3,S=6840) : (16S)^3+(14S)^3=S^4"
371306,28562,4,4,28562,5,28562,5,28562,13,1,1,4,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=13,b=1,k=4,S=28562) : (13S)^4+(1S)^4=S^5"
124010,86807,4,4,12401,5,12401,5,12401,10,7,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=10,b=7,k=4,S=12401) : (10S)^4+(7S)^4=S^5"
120870,92430,3,3,7110,4,7110,4,7110,17,13,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=13,k=3,S=7110) : (17S)^3+(13S)^3=S^4"
199017,56862,3,3,9477,4,9477,4,9477,21,6,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=21,b=6,k=3,S=9477) : (21S)^3+(6S)^3=S^4"
170240,68096,3,3,8512,4,8512,4,8512,20,8,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=20,b=8,k=3,S=8512) : (20S)^3+(8S)^3=S^4"
149321,78590,3,3,7859,4,7859,4,7859,19,10,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=10,k=3,S=7859) : (19S)^3+(10S)^3=S^4"
390825,31266,3,3,15633,4,15633,4,15633,25,2,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=25,b=2,k=3,S=15633) : (25S)^3+(2S)^3=S^4"
136080,90720,3,3,7560,4,7560,4,7560,18,12,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=18,b=12,k=3,S=7560) : (18S)^3+(12S)^3=S^4"
237006,53865,3,3,10773,4,10773,4,10773,22,5,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=22,b=5,k=3,S=10773) : (22S)^3+(5S)^3=S^4"
167926,76330,4,4,15266,5,15266,5,15266,11,5,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=11,b=5,k=4,S=15266) : (11S)^4+(5S)^4=S^5"
279942,46657,6,6,46657,7,46657,7,46657,6,1,1,6,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=6,b=1,k=6,S=46657) : (6S)^6+(1S)^6=S^7"
119536,112065,3,3,7471,4,7471,4,7471,16,15,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=16,b=15,k=3,S=7471) : (16S)^3+(15S)^3=S^4"
614684,21953,3,3,21953,4,21953,4,21953,28,1,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=28,b=1,k=3,S=21953) : (28S)^3+(1S)^3=S^4"
201684,67228,3,3,9604,4,9604,4,9604,21,7,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=21,b=7,k=3,S=9604) : (21S)^3+(7S)^3=S^4"
174580,78561,3,3,8729,4,8729,4,8729,20,9,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=20,b=9,k=3,S=8729) : (20S)^3+(9S)^3=S^4"
281313,48924,3,3,12231,4,12231,4,12231,23,4,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=23,b=4,k=3,S=12231) : (23S)^3+(4S)^3=S^4"
332424,41553,3,3,13851,4,13851,4,13851,24,3,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=24,b=3,k=3,S=13851) : (24S)^3+(3S)^3=S^4"
139524,99660,5,5,19932,6,19932,6,19932,7,5,1,5,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=7,b=5,k=5,S=19932) : (7S)^5+(5S)^5=S^6"
130169,107198,3,3,7657,4,7657,4,7657,17,14,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=14,k=3,S=7657) : (17S)^3+(14S)^3=S^4"
155610,90090,3,3,8190,4,8190,4,8190,19,11,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=11,k=3,S=8190) : (19S)^3+(11S)^3=S^4"
144522,104377,3,3,8029,4,8029,4,8029,18,13,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=18,b=13,k=3,S=8029) : (18S)^3+(13S)^3=S^4"
239008,65184,3,3,10864,4,10864,4,10864,22,6,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=22,b=6,k=3,S=10864) : (22S)^3+(6S)^3=S^4"
249804,62451,4,4,20817,5,20817,5,20817,12,3,1,4,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=12,b=3,k=4,S=20817) : (12S)^4+(3S)^4=S^5"
140960,112768,4,4,14096,5,14096,5,14096,10,8,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=10,b=8,k=4,S=14096) : (10S)^4+(8S)^4=S^5"
205233,78184,3,3,9773,4,9773,4,9773,21,8,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=21,b=8,k=3,S=9773) : (21S)^3+(8S)^3=S^4"
457184,35168,3,3,17584,4,17584,4,17584,26,2,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=26,b=2,k=3,S=17584) : (26S)^3+(2S)^3=S^4"
180000,90000,3,3,9000,4,9000,4,9000,20,10,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=20,b=10,k=3,S=9000) : (20S)^3+(10S)^3=S^4"
175307,95622,4,4,15937,5,15937,5,15937,11,6,1,4,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=11,b=6,k=4,S=15937) : (11S)^4+(6S)^4=S^5"
163153,103044,3,3,8587,4,8587,4,8587,19,12,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=12,k=3,S=8587) : (19S)^3+(12S)^3=S^4"
262148,65537,8,8,65537,9,65537,9,65537,4,1,1,8,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=4,b=1,k=8,S=65537) : (4S)^8+(1S)^8=S^9"
262400,65600,5,5,32800,6,32800,6,32800,8,2,1,5,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=8,b=2,k=5,S=32800) : (8S)^5+(2S)^5=S^6"
707310,24390,3,3,24390,4,24390,4,24390,29,1,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=29,b=1,k=3,S=24390) : (29S)^3+(1S)^3=S^4"
282716,61460,3,3,12292,4,12292,4,12292,23,5,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=23,b=5,k=3,S=12292) : (23S)^3+(5S)^3=S^4"
140896,124320,3,3,8288,4,8288,4,8288,17,15,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=17,b=15,k=3,S=8288) : (17S)^3+(15S)^3=S^4"
391300,46956,3,3,15652,4,15652,4,15652,25,3,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=25,b=3,k=3,S=15652) : (25S)^3+(3S)^3=S^4"
333312,55552,3,3,13888,4,13888,4,13888,24,4,1,3,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=24,b=4,k=3,S=13888) : (24S)^3+(4S)^3=S^4"
154368,120064,3,3,8576,4,8576,4,8576,18,14,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=18,b=14,k=3,S=8576) : (18S)^3+(14S)^3=S^4"
241802,76937,3,3,10991,4,10991,4,10991,22,7,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=22,b=7,k=3,S=10991) : (22S)^3+(7S)^3=S^4"
209790,89910,3,3,9990,4,9990,4,9990,21,9,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=21,b=9,k=3,S=9990) : (21S)^3+(9S)^3=S^4"
186620,102641,3,3,9331,4,9331,4,9331,20,11,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=20,b=11,k=3,S=9331) : (20S)^3+(11S)^3=S^4"
172064,117728,3,3,9056,4,9056,4,9056,19,13,1,3,0,0,1,M1,M1.2,prime,none,identity_proven,"M1.2·next-power(a=19,b=13,k=3,S=9056) : (19S)^3+(13S)^3=S^4"
537838,38417,4,4,38417,5,38417,5,38417,14,1,1,4,0,0,1,M1,M1.2,prime,Gv,identity_proven,"M1.2·next-power(a=14,b=1,k=4,S=38417) : (14S)^4+(1S)^4=S^5"
