A,B,x,y,C,z,C_canonical,z_canonical,gcd,a,b,c,m,alpha,beta,gamma,macro_family,sub_family,regime,geometry,proof_status,certificate
134168,268336,3,4,17307672,3,17307672,3,134168,1,2,129,3,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=134168,x=3,y=4,z=3)"
329589,109863,6,7,579354180912,3,579354180912,3,109863,3,1,5273424,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=109863,x=6,y=7,z=3)"
470064,78344,6,7,306889116800,3,306889116800,3,78344,6,1,3917200,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=78344,x=6,y=7,z=3)"
612080,61208,6,7,382134764928,3,382134764928,3,61208,10,1,6243216,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=10,b=1,r=10,g=61208,x=6,y=7,z=3)"
759375,50625,5,6,22781250,4,22781250,4,50625,15,1,450,4,1,2,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=15,b=1,r=15,g=50625,x=5,y=6,z=4)"
440990,88198,6,7,365607698588,3,365607698588,3,88198,5,1,4145306,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=88198,x=6,y=7,z=3)"
281088,140544,6,7,1027136028672,3,1027136028672,3,140544,2,1,7308288,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=140544,x=6,y=7,z=3)"
398908,99727,6,7,467437302863,3,467437302863,3,99727,4,1,4687169,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=99727,x=6,y=7,z=3)"
350760,116920,6,7,669844033600,3,669844033600,3,116920,3,1,5729080,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=116920,x=6,y=7,z=3)"
542241,77463,6,7,348029949402,3,348029949402,3,77463,7,1,4492854,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=7,b=1,r=7,g=77463,x=6,y=7,z=3)"
297626,148813,6,7,1173701375357,3,1173701375357,3,148813,2,1,7887089,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=148813,x=6,y=7,z=3)"
515970,85995,6,7,377152141275,3,377152141275,3,85995,6,1,4385745,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=85995,x=6,y=7,z=3)"
474835,94967,6,7,432899092272,3,432899092272,3,94967,5,1,4558416,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=94967,x=6,y=7,z=3)"
425984,106496,6,7,544387104768,3,544387104768,3,106496,4,1,5111808,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=106496,x=6,y=7,z=3)"
371280,123760,8,9,291014214400,4,291014214400,4,123760,3,1,2351440,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=123760,x=8,y=9,z=4)"
372813,124271,6,7,772164072050,3,772164072050,3,124271,3,1,6213550,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=124271,x=6,y=7,z=3)"
746496,62208,4,5,107495424,3,107495424,3,62208,12,1,1728,3,1,2,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=12,b=1,r=12,g=62208,x=4,y=5,z=3)"
746496,62208,4,5,10368,6,10368,6,10368,72,6,1,4,0,1,2,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=72,b=6,r=12,g=10368,x=4,y=5,z=6)"
152490,304980,4,5,7167030,4,7167030,4,152490,1,2,47,4,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=152490,x=4,y=5,z=4)"
751692,62641,6,7,568964757745,3,568964757745,3,62641,12,1,9082945,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=12,b=1,r=12,g=62641,x=6,y=7,z=3)"
126152,378456,3,4,27374984,3,27374984,3,126152,1,3,217,3,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=126152,x=3,y=4,z=3)"
314800,157400,6,7,1337837040000,3,1337837040000,3,157400,2,1,8499600,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=157400,x=6,y=7,z=3)"
319488,159744,8,9,510362910720,4,510362910720,4,159744,2,1,3194880,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=159744,x=8,y=9,z=4)"
454212,113553,6,7,631819906641,3,631819906641,3,113553,4,1,5564097,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=113553,x=6,y=7,z=3)"
510120,102024,6,7,510035932224,3,510035932224,3,102024,5,1,4999176,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=102024,x=6,y=7,z=3)"
395766,131922,6,7,887574118284,3,887574118284,3,131922,3,1,6728022,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=131922,x=6,y=7,z=3)"
646848,80856,6,7,457638491520,3,457638491520,3,80856,8,1,5659920,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=8,b=1,r=8,g=80856,x=6,y=7,z=3)"
563712,93952,6,7,459002871808,3,459002871808,3,93952,6,1,4885504,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=93952,x=6,y=7,z=3)"
614110,87730,6,7,454096621100,3,454096621100,3,87730,7,1,5176070,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=7,b=1,r=7,g=87730,x=6,y=7,z=3)"
332622,166311,6,7,1521264179655,3,1521264179655,3,166311,2,1,9147105,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=166311,x=6,y=7,z=3)"
483616,120904,6,7,730888860800,3,730888860800,3,120904,4,1,6045200,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=120904,x=6,y=7,z=3)"
419637,139879,6,7,1017439001332,3,1017439001332,3,139879,3,1,7273708,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=139879,x=6,y=7,z=3)"
546875,109375,6,7,598144531250,3,598144531250,3,109375,5,1,5468750,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=109375,x=6,y=7,z=3)"
744156,82684,6,7,581114727760,3,581114727760,3,82684,9,1,7028140,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=9,b=1,r=9,g=82684,x=6,y=7,z=3)"
351104,175552,6,7,1725836263424,3,1725836263424,3,175552,2,1,9830912,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=175552,x=6,y=7,z=3)"
613326,102221,6,7,553804040573,3,553804040573,3,102221,6,1,5417713,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=102221,x=6,y=7,z=3)"
180150,360300,4,5,8827350,4,8827350,4,180150,1,2,49,4,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=180150,x=4,y=5,z=4)"
444444,148148,6,7,1163234984912,3,1163234984912,3,148148,3,1,7851844,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=148148,x=6,y=7,z=3)"
514220,128555,6,7,842845789275,3,842845789275,3,128555,4,1,6556305,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=128555,x=6,y=7,z=3)"
515780,128945,8,9,349163073525,4,349163073525,4,128945,4,1,2707845,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=128945,x=8,y=9,z=4)"
688457,98351,6,7,580375152060,3,580375152060,3,98351,7,1,5901060,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=7,b=1,r=7,g=98351,x=6,y=7,z=3)"
585130,117026,6,7,698449318476,3,698449318476,3,117026,5,1,5968326,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=117026,x=6,y=7,z=3)"
370258,185129,6,7,1953546558537,3,1953546558537,3,185129,2,1,10552353,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=185129,x=6,y=7,z=3)"
460317,153439,8,9,470870534420,4,470870534420,4,153439,3,1,3068780,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=153439,x=8,y=9,z=4)"
190539,381078,3,4,27628155,3,27628155,3,190539,1,2,145,3,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=190539,x=3,y=4,z=3)"
766136,95767,6,7,651163598519,3,651163598519,3,95767,8,1,6799457,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=8,b=1,r=8,g=95767,x=6,y=7,z=3)"
664848,110808,6,7,663034294656,3,663034294656,3,110808,6,1,5983632,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=110808,x=6,y=7,z=3)"
470205,156735,6,7,1326556452150,3,1326556452150,3,156735,3,1,8463690,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=156735,x=6,y=7,z=3)"
546048,136512,6,7,969047359488,3,969047359488,3,136512,4,1,7098624,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=136512,x=6,y=7,z=3)"
388450,194225,8,9,792190363125,4,792190363125,4,194225,2,1,4078725,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=194225,x=8,y=9,z=4)"
390096,195048,6,7,2206535893632,3,2206535893632,3,195048,2,1,11312784,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=195048,x=6,y=7,z=3)"
624915,124983,6,7,812279015028,3,812279015028,3,124983,5,1,6499116,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=124983,x=6,y=7,z=3)"
496938,165646,6,7,1509122852380,3,1509122852380,3,165646,3,1,9110530,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=165646,x=6,y=7,z=3)"
765324,109332,6,7,729162659664,3,729162659664,3,109332,7,1,6669252,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=7,b=1,r=7,g=109332,x=6,y=7,z=3)"
579124,144781,6,7,1110961511933,3,1110961511933,3,144781,4,1,7673393,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=144781,x=6,y=7,z=3)"
410630,205315,6,7,2487100704275,3,2487100704275,3,205315,2,1,12113585,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=205315,x=6,y=7,z=3)"
927270,92727,6,7,885624542487,3,885624542487,3,92727,10,1,9550881,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=10,b=1,r=10,g=92727,x=6,y=7,z=3)"
718314,119719,6,7,788295142855,3,788295142855,3,119719,6,1,6584545,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=119719,x=6,y=7,z=3)"
982366,89306,6,7,980994081228,3,980994081228,3,89306,11,1,10984638,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=11,b=1,r=11,g=89306,x=6,y=7,z=3)"
666260,133252,6,7,941073061712,3,941073061712,3,133252,5,1,7062356,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=133252,x=6,y=7,z=3)"
524661,174887,6,7,1712785915064,3,1712785915064,3,174887,3,1,9793672,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=174887,x=6,y=7,z=3)"
431872,215936,6,7,2797701365760,3,2797701365760,3,215936,2,1,12956160,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=215936,x=6,y=7,z=3)"
613472,153368,6,7,1270174144896,3,1270174144896,3,153368,4,1,8281872,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=153368,x=6,y=7,z=3)"
177877,533631,6,7,23097365804170,3,23097365804170,3,177877,1,3,129850210,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=177877,x=6,y=7,z=3)"
179343,538029,3,4,43759692,3,43759692,3,179343,1,3,244,3,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=179343,x=3,y=4,z=3)"
823543,117649,7,8,66465861139202,3,66465861139202,3,117649,7,1,564950498,3,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=7,b=1,r=7,g=117649,x=7,y=8,z=3)"
941535,104615,6,7,941209647350,3,941209647350,3,104615,9,1,8996890,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=9,b=1,r=9,g=104615,x=6,y=7,z=3)"
888832,111104,6,7,888775114752,3,888775114752,3,111104,8,1,7999488,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=8,b=1,r=8,g=111104,x=6,y=7,z=3)"
704080,140816,8,9,535386938112,4,535386938112,4,140816,5,1,3802032,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=140816,x=8,y=9,z=4)"
773760,128960,6,7,931318169600,3,931318169600,3,128960,6,1,7221760,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=128960,x=6,y=7,z=3)"
709195,141839,6,7,1086388303734,3,1086388303734,3,141839,5,1,7659306,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=141839,x=6,y=7,z=3)"
844753,120679,6,7,902932104542,3,902932104542,3,120679,7,1,7482098,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=7,b=1,r=7,g=120679,x=6,y=7,z=3)"
553392,184464,6,7,1939537135872,3,1939537135872,3,184464,3,1,10514448,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=184464,x=6,y=7,z=3)"
453834,226917,6,7,3140970818229,3,3140970818229,3,226917,2,1,13841937,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=226917,x=6,y=7,z=3)"
649116,162279,6,7,1448396061255,3,1448396061255,3,162279,4,1,8925345,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=162279,x=6,y=7,z=3)"
563760,187920,8,9,741592454400,4,741592454400,4,187920,3,1,3946320,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=187920,x=8,y=9,z=4)"
468000,234000,8,9,1204632000000,4,1204632000000,4,234000,2,1,5148000,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=234000,x=8,y=9,z=4)"
583149,194383,6,7,2191515539962,3,2191515539962,3,194383,3,1,11274214,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=194383,x=6,y=7,z=3)"
476528,238264,6,7,3519723489152,3,3519723489152,3,238264,2,1,14772368,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=238264,x=6,y=7,z=3)"
753750,150750,6,7,1249905937500,3,1249905937500,3,150750,5,1,8291250,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=150750,x=6,y=7,z=3)"
674880,168720,8,9,626261644800,4,626261644800,4,168720,4,1,3711840,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=168720,x=8,y=9,z=4)"
831222,138537,6,7,1093972521033,3,1093972521033,3,138537,6,1,7896609,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=138537,x=6,y=7,z=3)"
839808,139968,6,7,1088391168,4,1088391168,4,139968,6,1,7776,4,2,3,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=139968,x=6,y=7,z=4)"
839808,139968,7,8,76169967501312,3,76169967501312,3,139968,6,1,544195584,3,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=139968,x=7,y=8,z=3)"
686080,171520,6,7,1647470182400,3,1647470182400,3,171520,4,1,9605120,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=171520,x=6,y=7,z=3)"
926786,132398,6,7,1104341515452,3,1104341515452,3,132398,7,1,8341074,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=7,b=1,r=7,g=132398,x=6,y=7,z=3)"
499966,249983,6,7,3936964518207,3,3936964518207,3,249983,2,1,15748929,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=249983,x=6,y=7,z=3)"
613950,204650,6,7,2471015727500,3,2471015727500,3,204650,3,1,12074350,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=204650,x=6,y=7,z=3)"
799955,159991,6,7,1433438724536,3,1433438724536,3,159991,5,1,8959496,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=159991,x=6,y=7,z=3)"
724388,181097,6,7,1869379034313,3,1869379034313,3,181097,4,1,10322529,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=181097,x=6,y=7,z=3)"
890736,148456,6,7,1278272668288,3,1278272668288,3,148456,6,1,8610448,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=148456,x=6,y=7,z=3)"
260830,521660,3,4,41993630,3,41993630,3,260830,1,2,161,3,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=260830,x=3,y=4,z=3)"
524160,262080,6,7,4395899289600,3,4395899289600,3,262080,2,1,16773120,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=262080,x=6,y=7,z=3)"
645813,215271,6,7,2780496206460,3,2780496206460,3,215271,3,1,12916260,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=215271,x=6,y=7,z=3)"
847840,169568,6,7,1638938477568,3,1638938477568,3,169568,5,1,9665376,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=169568,x=6,y=7,z=3)"
764064,191016,6,7,2116252510848,3,2116252510848,3,191016,4,1,11078928,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=191016,x=6,y=7,z=3)"
549122,274561,6,7,4899943276865,3,4899943276865,3,274561,2,1,17846465,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=274561,x=6,y=7,z=3)"
952338,158723,6,7,1486386453011,3,1486386453011,3,158723,6,1,9364657,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=6,b=1,r=6,g=158723,x=6,y=7,z=3)"
678756,226252,6,7,3122588017744,3,3122588017744,3,226252,3,1,13801372,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=226252,x=6,y=7,z=3)"
683085,227695,8,9,1140590286550,4,1140590286550,4,227695,3,1,5009290,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=227695,x=8,y=9,z=4)"
559170,279585,8,9,1797858761175,4,1797858761175,4,279585,2,1,6430455,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=279585,x=8,y=9,z=4)"
897435,179487,6,7,1868503823802,3,1868503823802,3,179487,5,1,10410246,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=179487,x=6,y=7,z=3)"
805132,201283,6,7,2390375919251,3,2390375919251,3,201283,4,1,11875697,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=201283,x=6,y=7,z=3)"
285957,571914,4,5,15727635,4,15727635,4,285957,1,2,55,4,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=285957,x=4,y=5,z=4)"
574864,287432,6,7,5452732205184,3,5452732205184,3,287432,2,1,18970512,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=287432,x=6,y=7,z=3)"
712797,237599,6,7,3500103657662,3,3500103657662,3,237599,3,1,14731138,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=237599,x=6,y=7,z=3)"
847616,211904,6,7,2694198312960,3,2694198312960,3,211904,4,1,12714240,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=211904,x=6,y=7,z=3)"
948770,189754,6,7,2124388250444,3,2124388250444,3,189754,5,1,11195486,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=5,b=1,r=5,g=189754,x=6,y=7,z=3)"
601398,300699,6,7,6058132536267,3,6058132536267,3,300699,2,1,20146833,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=300699,x=6,y=7,z=3)"
245710,737130,3,4,66587410,3,66587410,3,245710,1,3,271,3,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=245710,x=3,y=4,z=3)"
857220,214305,8,9,1056312559575,4,1056312559575,4,214305,4,1,4929015,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=214305,x=8,y=9,z=4)"
747954,249318,6,7,3916046302812,3,3916046302812,3,249318,3,1,15707034,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=249318,x=6,y=7,z=3)"
628736,314368,6,7,6720252280832,3,6720252280832,3,314368,2,1,21377024,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=314368,x=6,y=7,z=3)"
891540,222885,6,7,3030341116725,3,3030341116725,3,222885,4,1,13595985,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=222885,x=6,y=7,z=3)"
784245,261415,6,7,4373619342400,3,4373619342400,3,261415,3,1,16730560,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=261415,x=6,y=7,z=3)"
656890,328445,6,7,7443452143725,3,7443452143725,3,328445,2,1,22662705,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=328445,x=6,y=7,z=3)"
329875,659750,4,5,18802875,4,18802875,4,329875,1,2,57,4,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=329875,x=4,y=5,z=4)"
936928,234232,6,7,3401607049088,3,3401607049088,3,234232,4,1,14522384,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=234232,x=6,y=7,z=3)"
663040,331520,8,9,2637732249600,4,2637732249600,4,331520,2,1,7956480,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=331520,x=8,y=9,z=4)"
819840,273280,8,9,1717685043200,4,1717685043200,4,273280,3,1,6285440,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=273280,x=8,y=9,z=4)"
821688,273896,6,7,4876236223040,3,4876236223040,3,273896,3,1,17803240,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=273896,x=6,y=7,z=3)"
685872,342936,6,7,8232357006720,3,8232357006720,3,342936,2,1,24005520,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=342936,x=6,y=7,z=3)"
346577,693154,3,4,61344129,3,61344129,3,346577,1,2,177,3,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=346577,x=3,y=4,z=3)"
983804,245951,6,7,3810989347263,3,3810989347263,3,245951,4,1,15494913,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=4,b=1,r=4,g=245951,x=6,y=7,z=3)"
860301,286767,6,7,5427530611074,3,5427530611074,3,286767,3,1,18926622,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=286767,x=6,y=7,z=3)"
715694,357847,6,7,9091867754039,3,9091867754039,3,357847,2,1,25407137,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=357847,x=6,y=7,z=3)"
900102,300034,6,7,6031366877452,3,6031366877452,3,300034,3,1,20102278,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=300034,x=6,y=7,z=3)"
746368,373184,6,7,10027173445632,3,10027173445632,3,373184,2,1,26869248,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=373184,x=6,y=7,z=3)"
941109,313703,6,7,6691850910212,3,6691850910212,3,313703,3,1,21331804,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=313703,x=6,y=7,z=3)"
777906,388953,6,7,11043763843257,3,11043763843257,3,388953,2,1,28393569,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=388953,x=6,y=7,z=3)"
780738,390369,8,9,3809698904025,4,3809698904025,4,390369,2,1,9759225,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=2,b=1,r=2,g=390369,x=8,y=9,z=4)"
975645,325215,8,9,2538355109400,4,2538355109400,4,325215,3,1,7805160,4,4,5,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=325215,x=8,y=9,z=4)"
326711,980133,3,4,97359878,3,97359878,3,326711,1,3,298,3,0,1,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=326711,x=3,y=4,z=3)"
983340,327780,6,7,7413341259600,3,7413341259600,3,327780,3,1,22616820,3,3,4,0,M3,M3.R,mixed,none,identity_proven,"M3.R·binom(a=3,b=1,r=3,g=327780,x=6,y=7,z=3)"
